episode,reward,steps,delivered,total_time_hours,total_cost,total_risk,path,shipment_type,wall_clock_s,phase
814,-50.34,5,False,467.8,103680.0,0.887,Delhi -> Jaipur -> Ahmedabad -> Nashik -> Pune -> Bangalore,machinery,8244.1,1
815,15.27,5,True,367.1,71719.0,1.736,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur -> Jabalpur,electronics,8244.6,1
816,55.39,2,True,18.9,22484.0,0.09,Jabalpur -> Nagpur -> Hyderabad,pharmaceuticals,8244.7,1
817,-34.28,5,False,70.3,49610.0,1.517,Indore -> Ahmedabad -> Mumbai -> Surat -> Vadodara -> Ahmedabad,pharmaceuticals,8245.2,1
818,-50.51,2,False,152.5,25552.0,0.426,Ranchi -> Bhubaneswar -> Visakhapatnam,perishables,8245.3,1
819,55.98,3,True,51.0,27045.0,0.213,Surat -> Vadodara -> Ahmedabad -> Jaipur,textiles,8245.6,1
820,51.88,1,True,17.2,11144.0,0.13,Ahmedabad -> Indore,pharmaceuticals,8245.7,1
821,-37.5,5,False,105.6,54941.0,0.586,Kanpur -> Lucknow -> Delhi -> Jaipur -> Indore -> Udaipur,machinery,8246.1,1
822,56.81,2,True,8.3,7137.0,0.293,Chandigarh -> Ludhiana -> Amritsar,electronics,8246.3,1
823,40.55,3,True,143.5,66378.0,0.217,Hyderabad -> Visakhapatnam -> Chennai -> Madurai,textiles,8246.6,1
824,-26.77,5,False,196.8,62017.0,0.45,Madurai -> Mysore -> Mangalore -> Hubli -> Bangalore -> Pune,fmcg,8247.1,1
825,51.98,1,True,17.8,6180.0,0.109,Rajkot -> Ahmedabad,textiles,8247.3,1
826,-23.08,5,False,162.3,49158.0,0.759,Surat -> Rajkot -> Ahmedabad -> Udaipur -> Jodhpur -> Jaipur,machinery,8247.7,1
827,49.39,3,True,113.3,40331.0,0.145,Chennai -> Bangalore -> Hubli -> Mangalore,textiles,8248.0,1
828,51.1,2,True,57.2,25104.0,0.839,Rajkot -> Ahmedabad -> Jaipur,pharmaceuticals,8248.2,1
829,49.92,3,True,105.8,41792.0,0.501,Jodhpur -> Udaipur -> Ahmedabad -> Mumbai,pharmaceuticals,8248.5,1
830,-19.1,5,False,213.2,72657.0,1.2,Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal -> Delhi,electronics,8249.0,1
831,-16.77,5,False,95.3,59777.0,0.894,Lucknow -> Agra -> Kanpur -> Delhi -> Bhopal -> Nagpur,pharmaceuticals,8249.4,1
832,-18.89,5,False,173.1,46483.0,0.38,Rajkot -> Ahmedabad -> Indore -> Bhopal -> Nagpur -> Hyderabad,fmcg,8249.8,1
833,-16.42,5,False,93.5,64090.0,0.285,Chandigarh -> Delhi -> Jaipur -> Indore -> Udaipur -> Ahmedabad,machinery,8250.2,1
834,45.89,3,True,142.9,58925.0,0.105,Nagpur -> Hyderabad -> Bangalore -> Hubli,textiles,8250.5,1
835,52.15,3,True,34.6,39266.0,0.438,Bhopal -> Delhi -> Agra -> Kanpur,machinery,8250.7,1
836,-53.36,3,False,199.6,35780.0,0.839,Pune -> Mumbai -> Ahmedabad -> Jaipur,perishables,8251.0,1
837,-26.39,5,False,93.9,62335.0,0.262,Rajkot -> Ahmedabad -> Jaipur -> Indore -> Udaipur -> Jodhpur,machinery,8251.4,1
838,52.1,4,True,119.7,60772.0,0.225,Vadodara -> Ahmedabad -> Nashik -> Pune -> Bangalore,machinery,8251.7,1
839,52.34,4,True,69.0,52475.0,0.362,Bhopal -> Nagpur -> Raipur -> Bhubaneswar -> Visakhapatnam,machinery,8252.1,1
840,-23.69,5,False,159.6,73420.0,1.043,Surat -> Mumbai -> Nagpur -> Jabalpur -> Raipur -> Bhubaneswar,pharmaceuticals,8252.5,1
841,53.3,2,True,39.6,20867.0,0.223,Raipur -> Jabalpur -> Bhopal,machinery,8252.7,1
842,24.98,5,True,224.3,50329.0,2.175,Thiruvananthapuram -> Kochi -> Coimbatore -> Bangalore -> Pune -> Nashik,electronics,8253.1,1
843,-18.45,5,False,114.1,61099.0,0.419,Varanasi -> Kanpur -> Delhi -> Bhopal -> Jabalpur -> Nagpur,fmcg,8253.6,1
844,-37.48,5,False,153.2,67251.0,0.276,Visakhapatnam -> Bhubaneswar -> Raipur -> Jabalpur -> Bhopal -> Indore,fmcg,8254.0,1
845,43.49,4,True,153.6,53015.0,1.109,Lucknow -> Kanpur -> Delhi -> Jaipur -> Jodhpur,electronics,8254.3,1
846,-32.41,5,False,104.1,62209.0,0.28,Nagpur -> Raipur -> Jabalpur -> Nagpur -> Raipur -> Bhubaneswar,electronics,8254.7,1
847,42.29,5,True,99.2,60457.0,0.933,Hubli -> Bangalore -> Pune -> Nashik -> Ahmedabad -> Rajkot,perishables,8255.2,1
848,-45.15,3,False,135.7,49555.0,0.736,Mumbai -> Nagpur -> Raipur -> Bhubaneswar,perishables,8255.4,1
849,-23.4,5,False,65.7,37034.0,1.428,Vadodara -> Ahmedabad -> Nashik -> Mumbai -> Pune -> Nashik,electronics,8255.8,1
850,5.33,4,True,159.7,60586.0,0.726,Amritsar -> Ludhiana -> Delhi -> Jaipur -> Ahmedabad,perishables,8256.2,1
851,-32.47,5,False,102.1,65062.0,0.633,Chandigarh -> Delhi -> Lucknow -> Agra -> Delhi -> Bhopal,machinery,8256.6,1
852,52.06,3,True,86.8,37633.0,0.275,Amritsar -> Ludhiana -> Delhi -> Kanpur,machinery,8256.9,1
853,-42.49,5,False,103.7,31358.0,1.065,Surat -> Mumbai -> Nashik -> Pune -> Mumbai -> Surat,perishables,8257.3,1
854,-18.31,5,False,117.1,47695.0,0.323,Hubli -> Mangalore -> Mysore -> Bangalore -> Pune -> Mumbai,textiles,8257.7,1
855,45.32,4,True,174.6,83583.0,1.207,Hubli -> Bangalore -> Pune -> Mumbai -> Ahmedabad,pharmaceuticals,8258.2,1
856,47.13,3,True,82.1,45111.0,0.616,Hubli -> Bangalore -> Coimbatore -> Chennai,pharmaceuticals,8258.5,1
857,52.07,1,True,16.7,8191.0,0.03,Bhopal -> Jabalpur,perishables,8258.5,1
858,53.67,1,True,2.2,3338.0,0.02,Ludhiana -> Chandigarh,machinery,8258.6,1
859,-32.21,5,False,189.2,99798.0,0.606,Nashik -> Ahmedabad -> Rajkot -> Surat -> Mumbai -> Nagpur,machinery,8259.1,1
860,-13.55,5,False,110.5,72778.0,0.637,Madurai -> Coimbatore -> Chennai -> Bangalore -> Pune -> Mumbai,pharmaceuticals,8259.5,1
861,47.91,2,True,87.4,37055.0,0.264,Mumbai -> Ahmedabad -> Jaipur,perishables,8259.6,1
862,39.03,5,True,86.1,69919.0,0.513,Bangalore -> Pune -> Mumbai -> Nashik -> Ahmedabad -> Jaipur,machinery,8260.1,1
863,-31.85,5,False,142.2,77003.0,0.633,Ludhiana -> Delhi -> Lucknow -> Kanpur -> Delhi -> Jaipur,machinery,9230.5,1
864,43.84,3,True,163.8,56560.0,0.157,Indore -> Bhopal -> Delhi -> Lucknow,textiles,9230.7,1
865,-59.78,2,False,147.8,25555.0,0.222,Mumbai -> Ahmedabad -> Udaipur,perishables,9230.7,1
866,57.96,3,True,27.9,38426.0,0.202,Delhi -> Bhopal -> Nagpur -> Raipur,electronics,9230.8,1
867,44.8,4,True,142.7,46182.0,1.081,Surat -> Rajkot -> Ahmedabad -> Indore -> Bhopal,pharmaceuticals,9230.9,1
868,53.73,4,True,97.8,60771.0,0.41,Delhi -> Bhopal -> Nagpur -> Hyderabad -> Bangalore,perishables,9231.0,1
869,-49.33,3,False,159.9,39691.0,0.902,Visakhapatnam -> Hyderabad -> Nagpur -> Bhopal,perishables,9231.1,1
870,54.3,2,True,31.3,13291.0,0.353,Vadodara -> Ahmedabad -> Udaipur,pharmaceuticals,9231.2,1
871,-20.62,5,False,95.3,30699.0,0.332,Amritsar -> Ludhiana -> Chandigarh -> Delhi -> Jaipur -> Jodhpur,textiles,9231.4,1
872,-12.36,5,False,58.9,43160.0,0.353,Ludhiana -> Delhi -> Agra -> Lucknow -> Kanpur -> Varanasi,machinery,9231.5,1
873,52.62,1,True,11.2,7329.0,0.09,Mumbai -> Surat,pharmaceuticals,9231.5,1
874,50.11,4,True,138.6,62748.0,0.303,Hyderabad -> Nagpur -> Bhopal -> Delhi -> Jaipur,machinery,9231.6,1
875,-18.15,5,False,206.8,70257.0,0.72,Thiruvananthapuram -> Kochi -> Coimbatore -> Chennai -> Visakhapatnam -> Bhubaneswar,machinery,9231.7,1
876,-28.82,5,False,117.0,68596.0,0.135,Varanasi -> Patna -> Kolkata -> Guwahati -> Kolkata -> Bhubaneswar,fmcg,9231.9,1
877,52.87,1,True,8.4,7913.0,0.109,Nagpur -> Jabalpur,pharmaceuticals,9231.9,1
878,-14.4,5,False,169.1,71146.0,0.702,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur -> Bhopal,machinery,9232.0,1
879,54.79,2,True,24.3,24635.0,0.08,Delhi -> Bhopal -> Indore,electronics,9232.1,1
880,50.84,1,True,27.2,10143.0,0.283,Udaipur -> Indore,electronics,9232.1,1
881,-15.8,5,False,92.0,51205.0,0.135,Jaipur -> Delhi -> Agra -> Gwalior -> Bhopal -> Nagpur,fmcg,9232.2,1
882,-13.75,5,False,115.8,57264.0,0.898,Bhubaneswar -> Kolkata -> Ranchi -> Varanasi -> Kanpur -> Delhi,electronics,9232.4,1
883,53.06,2,True,39.6,28857.0,0.223,Mysore -> Bangalore -> Hyderabad,machinery,9232.4,1
884,36.73,5,True,118.3,42505.0,0.335,Ranchi -> Varanasi -> Kanpur -> Agra -> Delhi -> Chandigarh,fmcg,9232.5,1
885,-11.12,5,False,139.0,70774.0,0.184,Kolkata -> Patna -> Lucknow -> Delhi -> Jaipur -> Ahmedabad,textiles,9232.7,1
886,-54.08,4,False,252.5,77131.0,1.324,Kochi -> Bangalore -> Hyderabad -> Visakhapatnam -> Bhubaneswar,pharmaceuticals,9232.8,1
887,53.89,4,True,58.7,31465.0,0.603,Indore -> Udaipur -> Ahmedabad -> Rajkot -> Surat,perishables,9232.9,1
888,40.48,2,True,163.6,27214.0,0.678,Ranchi -> Bhubaneswar -> Raipur,electronics,9233.0,1
889,51.58,3,True,91.1,41854.0,0.128,Nashik -> Mumbai -> Nagpur -> Hyderabad,fmcg,9233.0,1
890,30.86,3,True,297.2,29346.0,1.068,Coimbatore -> Bangalore -> Hubli -> Mangalore,electronics,9233.1,1
891,31.8,5,True,204.1,84242.0,0.532,Kochi -> Coimbatore -> Chennai -> Visakhapatnam -> Bhubaneswar -> Kolkata,fmcg,9233.2,1
892,-27.71,5,False,230.1,64921.0,1.599,Kochi -> Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal,pharmaceuticals,9233.3,1
893,33.53,5,True,145.3,60855.0,0.243,Surat -> Rajkot -> Ahmedabad -> Indore -> Bhopal -> Gwalior,machinery,9233.4,1
894,50.65,3,True,52.2,23734.0,0.836,Kanpur -> Agra -> Gwalior -> Bhopal,perishables,9233.5,1
895,46.31,3,True,141.7,44741.0,0.344,Hubli -> Bangalore -> Chennai -> Visakhapatnam,fmcg,9233.6,1
896,-20.81,5,False,133.4,57517.0,1.478,Gwalior -> Bhopal -> Jabalpur -> Nagpur -> Mumbai -> Nashik,pharmaceuticals,9233.7,1
897,-35.2,5,False,278.2,63314.0,0.955,Agra -> Kanpur -> Varanasi -> Patna -> Kolkata -> Bhubaneswar,electronics,9233.8,1
898,48.86,2,True,80.0,31363.0,0.388,Mumbai -> Nagpur -> Jabalpur,perishables,9233.8,1
899,51.89,1,True,15.9,7760.0,0.58,Kochi -> Thiruvananthapuram,pharmaceuticals,9233.9,1
900,46.4,2,True,105.0,31450.0,0.319,Hyderabad -> Bangalore -> Kochi,machinery,9233.9,1
901,52.58,4,True,106.5,57633.0,0.581,Lucknow -> Patna -> Kolkata -> Bhubaneswar -> Raipur,perishables,9234.8,1
902,-11.69,5,False,99.8,53417.0,0.213,Bangalore -> Pune -> Mumbai -> Nashik -> Ahmedabad -> Udaipur,textiles,9235.0,1
903,29.04,5,True,183.5,49417.0,2.263,Amritsar -> Ludhiana -> Chandigarh -> Delhi -> Bhopal -> Nagpur,electronics,9235.1,1
904,-19.09,5,False,114.9,80912.0,0.331,Mysore -> Mangalore -> Hubli -> Bangalore -> Hyderabad -> Nagpur,fmcg,9235.2,1
905,53.32,4,True,65.0,36040.0,0.189,Jabalpur -> Bhopal -> Indore -> Ahmedabad -> Nashik,fmcg,9235.4,1
906,-20.41,5,False,128.4,62561.0,1.394,Kanpur -> Varanasi -> Patna -> Kolkata -> Bhubaneswar -> Visakhapatnam,electronics,9235.5,1
907,50.61,3,True,101.2,38361.0,0.257,Jabalpur -> Bhopal -> Delhi -> Chandigarh,fmcg,9235.6,1
908,-25.38,5,False,174.4,92889.0,0.292,Chennai -> Visakhapatnam -> Bhubaneswar -> Kolkata -> Ranchi -> Varanasi,fmcg,9235.7,1
909,33.62,5,True,137.1,66414.0,1.354,Bhopal -> Nagpur -> Hyderabad -> Chennai -> Coimbatore -> Kochi,pharmaceuticals,9235.8,1
910,54.83,3,True,57.6,44361.0,0.159,Hyderabad -> Nagpur -> Mumbai -> Nashik,machinery,9235.9,1
911,55.9,2,True,16.4,13550.0,0.101,Agra -> Delhi -> Jaipur,perishables,9236.0,1
912,42.37,5,True,102.4,70746.0,0.537,Indore -> Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Hubli,machinery,9236.1,1
913,-42.84,5,False,299.1,82533.0,0.908,Jodhpur -> Udaipur -> Indore -> Jaipur -> Delhi -> Bhopal,electronics,9236.2,1
914,-90.81,5,False,672.8,52744.0,2.012,Bangalore -> Coimbatore -> Madurai -> Mysore -> Bangalore -> Pune,electronics,9236.3,1
915,-34.19,5,False,199.5,107088.0,1.005,Kolkata -> Guwahati -> Kolkata -> Bhubaneswar -> Visakhapatnam -> Chennai,pharmaceuticals,9236.5,1
916,-30.43,5,False,88.7,46691.0,0.319,Indore -> Bhopal -> Gwalior -> Agra -> Delhi -> Bhopal,fmcg,9236.6,1
917,53.64,4,True,100.3,68551.0,0.543,Bangalore -> Hyderabad -> Visakhapatnam -> Bhubaneswar -> Kolkata,machinery,9236.7,1
918,53.33,1,True,5.7,2750.0,0.051,Lucknow -> Kanpur,fmcg,9236.7,1
919,28.58,2,True,280.4,32567.0,0.156,Kochi -> Bangalore -> Hubli,fmcg,9236.8,1
920,29.85,5,True,181.0,59789.0,0.513,Thiruvananthapuram -> Kochi -> Coimbatore -> Bangalore -> Hyderabad -> Nagpur,machinery,9236.9,1
921,40.53,2,True,160.1,46935.0,0.119,Nagpur -> Bhopal -> Delhi,textiles,9237.0,1
922,20.92,5,True,317.4,64295.0,0.819,Ranchi -> Varanasi -> Kanpur -> Delhi -> Jaipur -> Indore,electronics,9237.1,1
923,53.02,1,True,7.8,4644.0,0.121,Nashik -> Mumbai,perishables,9237.1,1
924,54.38,4,True,96.5,60736.0,0.299,Agra -> Lucknow -> Patna -> Kolkata -> Guwahati,machinery,9237.2,1
925,36.97,5,True,104.7,77195.0,0.486,Coimbatore -> Madurai -> Chennai -> Hyderabad -> Nagpur -> Raipur,electronics,9237.4,1
926,-16.25,5,False,92.6,62462.0,0.232,Nashik -> Ahmedabad -> Jaipur -> Delhi -> Agra -> Lucknow,fmcg,9237.5,1
927,52.15,4,True,73.4,46475.0,0.241,Pune -> Nashik -> Ahmedabad -> Udaipur -> Indore,fmcg,9237.7,1
928,57.01,4,True,76.7,41521.0,0.159,Jaipur -> Delhi -> Kanpur -> Varanasi -> Ranchi,textiles,9237.8,1
929,57.73,4,True,64.2,50303.0,0.683,Vadodara -> Ahmedabad -> Nashik -> Pune -> Bangalore,pharmaceuticals,9238.0,1
930,-18.23,5,False,163.7,51356.0,0.634,Jodhpur -> Udaipur -> Indore -> Bhopal -> Nagpur -> Hyderabad,machinery,9238.2,1
931,-71.77,5,False,276.9,76846.0,0.684,Amritsar -> Ludhiana -> Delhi -> Bhopal -> Nagpur -> Hyderabad,perishables,9238.3,1
932,56.44,2,True,10.7,14727.0,0.114,Varanasi -> Kanpur -> Lucknow,machinery,9238.4,1
933,42.2,2,True,146.7,30638.0,0.426,Mumbai -> Pune -> Bangalore,machinery,9238.5,1
934,3.77,3,True,141.6,49527.0,0.702,Guwahati -> Kolkata -> Patna -> Lucknow,perishables,9238.6,1
935,43.04,4,True,213.6,46279.0,0.431,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur,fmcg,9238.7,1
936,51.86,2,True,51.1,31524.0,0.165,Nagpur -> Hyderabad -> Chennai,pharmaceuticals,9238.8,1
937,-12.84,5,False,109.8,54099.0,0.464,Varanasi -> Kanpur -> Agra -> Delhi -> Jaipur -> Ahmedabad,machinery,9238.9,1
938,54.88,3,True,54.4,49695.0,0.367,Hubli -> Bangalore -> Hyderabad -> Nagpur,perishables,9239.0,1
939,49.4,2,True,30.9,10325.0,0.408,Pune -> Nashik -> Mumbai,electronics,9239.1,1
940,-39.57,5,False,230.8,43134.0,0.387,Patna -> Varanasi -> Kanpur -> Agra -> Delhi -> Ludhiana,textiles,9239.2,1
941,-12.34,5,False,105.7,56303.0,0.161,Varanasi -> Kanpur -> Agra -> Delhi -> Jaipur -> Ahmedabad,textiles,9239.4,1
942,53.35,2,True,39.2,17695.0,0.397,Bhopal -> Indore -> Udaipur,perishables,9239.4,1
943,-16.31,5,False,96.4,46281.0,0.552,Nagpur -> Bhopal -> Gwalior -> Agra -> Delhi -> Ludhiana,machinery,9239.5,1
944,51.11,3,True,93.3,43831.0,0.495,Kanpur -> Varanasi -> Patna -> Kolkata,electronics,9239.6,1
945,-57.13,3,False,185.9,67814.0,0.203,Indore -> Ahmedabad -> Mumbai -> Nagpur,perishables,9239.7,1
946,48.57,4,True,150.3,68230.0,0.697,Coimbatore -> Chennai -> Visakhapatnam -> Bhubaneswar -> Ranchi,electronics,9239.8,1
947,49.22,2,True,76.9,27920.0,0.511,Mysore -> Bangalore -> Pune,pharmaceuticals,9239.8,1
948,26.23,5,True,207.9,91351.0,0.479,Udaipur -> Indore -> Ahmedabad -> Mumbai -> Pune -> Bangalore,machinery,9239.9,1
949,52.32,4,True,69.1,57632.0,0.08,Bhubaneswar -> Visakhapatnam -> Hyderabad -> Bangalore -> Coimbatore,textiles,9240.1,1
950,-37.18,5,False,57.6,42206.0,0.322,Varanasi -> Patna -> Lucknow -> Kanpur -> Varanasi -> Patna,pharmaceuticals,9240.2,1
951,-19.16,5,False,120.0,66991.0,0.315,Patna -> Lucknow -> Agra -> Delhi -> Jaipur -> Indore,pharmaceuticals,9240.3,1
952,30.72,5,True,216.1,82604.0,0.393,Chennai -> Hyderabad -> Nagpur -> Bhopal -> Delhi -> Chandigarh,electronics,9240.4,1
953,-20.6,5,False,138.3,49446.0,0.576,Ludhiana -> Delhi -> Agra -> Gwalior -> Bhopal -> Nagpur,electronics,9240.6,1
954,-9.66,5,False,33.6,38201.0,0.308,Chandigarh -> Delhi -> Agra -> Gwalior -> Bhopal -> Nagpur,pharmaceuticals,9240.7,1
955,46.8,1,True,66.3,17698.0,0.078,Agra -> Lucknow,fmcg,9240.7,1
956,55.28,3,True,55.7,34127.0,0.246,Gwalior -> Bhopal -> Nagpur -> Hyderabad,fmcg,9240.8,1
957,-20.15,5,False,119.0,61889.0,0.437,Coimbatore -> Madurai -> Mysore -> Bangalore -> Hyderabad -> Nagpur,perishables,9240.9,1
958,50.04,3,True,103.1,53415.0,0.081,Jabalpur -> Nagpur -> Hyderabad -> Visakhapatnam,textiles,9241.0,1
959,50.65,2,True,59.8,38626.0,0.424,Raipur -> Bhubaneswar -> Visakhapatnam,perishables,9241.0,1
960,-64.49,4,False,293.1,59617.0,1.153,Chennai -> Bangalore -> Pune -> Mumbai -> Surat,perishables,9241.1,1
961,-32.54,5,False,61.0,46090.0,0.106,Varanasi -> Kanpur -> Delhi -> Chandigarh -> Ludhiana -> Delhi,fmcg,9241.2,1
962,-27.67,5,False,307.1,59525.0,0.358,Thiruvananthapuram -> Kochi -> Bangalore -> Pune -> Mumbai -> Ahmedabad,textiles,9241.4,1
963,39.21,5,True,85.3,71885.0,0.207,Chandigarh -> Delhi -> Bhopal -> Indore -> Ahmedabad -> Mumbai,machinery,9241.5,1
964,51.64,1,True,19.3,12572.0,0.1,Bangalore -> Kochi,machinery,9241.5,1
965,50.01,3,True,104.2,39042.0,0.792,Raipur -> Jabalpur -> Bhopal -> Indore,pharmaceuticals,9241.5,1
966,40.37,5,True,78.1,44839.0,0.946,Bhubaneswar -> Ranchi -> Varanasi -> Kanpur -> Agra -> Gwalior,electronics,9241.7,1
967,51.95,1,True,15.4,15762.0,0.071,Hubli -> Bangalore,machinery,9241.7,1
968,25.89,5,True,212.2,85462.0,0.642,Kolkata -> Ranchi -> Varanasi -> Kanpur -> Delhi -> Bhopal,electronics,9241.8,1
969,-18.29,5,False,104.0,57321.0,1.012,Hyderabad -> Nagpur -> Mumbai -> Pune -> Nashik -> Ahmedabad,perishables,9241.9,1
970,34.1,5,True,184.8,77226.0,0.214,Hubli -> Bangalore -> Pune -> Mumbai -> Ahmedabad -> Jaipur,textiles,9242.0,1
971,39.44,5,True,129.9,83235.0,0.146,Guwahati -> Kolkata -> Patna -> Lucknow -> Delhi -> Chandigarh,textiles,9242.1,1
972,53.31,4,True,106.6,64015.0,0.209,Raipur -> Jabalpur -> Bhopal -> Delhi -> Ludhiana,fmcg,9242.2,1
973,-24.35,5,False,201.8,97163.0,1.345,Guwahati -> Kolkata -> Ranchi -> Bhubaneswar -> Visakhapatnam -> Chennai,pharmaceuticals,9242.4,1
974,52.38,2,True,49.7,19113.0,0.162,Jodhpur -> Jaipur -> Delhi,textiles,9242.4,1
975,-68.05,4,False,226.3,46577.0,0.56,Jodhpur -> Udaipur -> Ahmedabad -> Jaipur -> Indore,perishables,9242.5,1
976,-11.05,5,False,136.9,74803.0,0.247,Kolkata -> Patna -> Lucknow -> Delhi -> Jaipur -> Ahmedabad,textiles,9242.6,1
977,-21.59,5,False,193.3,67993.0,0.449,Patna -> Lucknow -> Delhi -> Bhopal -> Nagpur -> Hyderabad,fmcg,9242.7,1
978,44.42,2,True,121.0,42200.0,0.418,Visakhapatnam -> Chennai -> Madurai,machinery,9242.8,1
979,51.07,2,True,59.2,30162.0,0.213,Kanpur -> Delhi -> Chandigarh,perishables,9243.0,1
980,-66.17,5,False,120.6,59060.0,0.747,Bhopal -> Jabalpur -> Raipur -> Nagpur -> Mumbai -> Pune,perishables,9243.1,1
981,52.46,2,True,46.9,20470.0,0.469,Kanpur -> Varanasi -> Ranchi,pharmaceuticals,9243.1,1
982,-18.9,5,False,71.6,52903.0,0.312,Jabalpur -> Bhopal -> Indore -> Ahmedabad -> Nashik -> Pune,machinery,9243.2,1
983,-42.47,5,False,296.1,60713.0,0.519,Hubli -> Bangalore -> Hyderabad -> Nagpur -> Bhopal -> Jabalpur,fmcg,9243.4,1
984,-35.4,5,False,222.2,100294.0,0.339,Hyderabad -> Visakhapatnam -> Bhubaneswar -> Raipur -> Nagpur -> Mumbai,fmcg,9243.5,1
985,52.36,1,True,12.9,11180.0,0.03,Ranchi -> Varanasi,textiles,9243.5,1
986,54.09,2,True,29.7,30124.0,0.08,Nagpur -> Hyderabad -> Bangalore,electronics,9243.5,1
987,-39.92,5,False,180.3,51144.0,0.711,Mangalore -> Mysore -> Bangalore -> Chennai -> Madurai -> Mysore,machinery,9243.6,1
988,50.77,2,True,62.8,28501.0,0.192,Kochi -> Bangalore -> Hyderabad,textiles,9243.7,1
989,-22.28,5,False,148.9,64721.0,0.892,Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal -> Gwalior,electronics,9243.8,1
990,-14.18,5,False,73.1,57140.0,0.315,Vadodara -> Ahmedabad -> Udaipur -> Indore -> Bhopal -> Nagpur,machinery,9243.9,1
991,-62.16,2,False,270.2,39454.0,0.509,Guwahati -> Kolkata -> Bhubaneswar,pharmaceuticals,9244.0,1
992,-24.12,5,False,163.7,75268.0,0.995,Bhubaneswar -> Raipur -> Jabalpur -> Bhopal -> Nagpur -> Mumbai,pharmaceuticals,9244.1,1
993,35.1,4,True,286.2,51677.0,1.463,Thiruvananthapuram -> Kochi -> Bangalore -> Pune -> Nashik,electronics,9244.1,1
994,54.69,4,True,91.2,49912.0,1.392,Raipur -> Jabalpur -> Bhopal -> Delhi -> Kanpur,pharmaceuticals,9244.2,1
995,-15.3,5,False,128.6,58016.0,1.396,Kochi -> Coimbatore -> Bangalore -> Hyderabad -> Nagpur -> Bhopal,pharmaceuticals,9244.3,1
996,-42.04,4,False,134.0,68728.0,0.25,Pune -> Mumbai -> Ahmedabad -> Jaipur -> Delhi,perishables,9244.4,1
997,53.89,4,True,60.3,27915.0,0.486,Kanpur -> Agra -> Gwalior -> Bhopal -> Indore,perishables,9244.5,1
998,50.08,1,True,34.8,13886.0,0.045,Jabalpur -> Nagpur,pharmaceuticals,9244.5,1
999,-15.07,5,False,132.9,50870.0,0.504,Rajkot -> Ahmedabad -> Nashik -> Mumbai -> Pune -> Bangalore,fmcg,9792.8,1
1000,7.25,3,True,120.1,41775.0,0.567,Surat -> Mumbai -> Pune -> Bangalore,perishables,9792.9,1
1001,52.36,2,True,43.8,40776.0,0.08,Hyderabad -> Bangalore -> Hubli,electronics,9793.8,1
1002,55.24,2,True,20.2,23907.0,0.04,Lucknow -> Delhi -> Jaipur,machinery,9793.9,1
1003,-45.13,3,False,141.8,25438.0,0.532,Gwalior -> Agra -> Delhi -> Ludhiana,perishables,9794.0,1
1004,52.84,1,True,8.6,9452.0,0.03,Madurai -> Mysore,perishables,9794.0,1
1005,-40.69,4,False,132.5,49030.0,0.702,Varanasi -> Kanpur -> Delhi -> Jaipur -> Ahmedabad,perishables,9794.1,1
1006,56.91,3,True,41.5,30069.0,0.085,Bhopal -> Indore -> Ahmedabad -> Rajkot,textiles,9794.1,1
1007,-12.08,5,False,53.4,51001.0,0.421,Patna -> Varanasi -> Kanpur -> Lucknow -> Delhi -> Bhopal,electronics,9794.2,1
1008,38.55,4,True,150.1,75997.0,0.329,Hyderabad -> Visakhapatnam -> Chennai -> Bangalore -> Pune,machinery,9794.3,1
1009,41.42,5,True,112.1,63154.0,0.935,Mangalore -> Mysore -> Bangalore -> Hyderabad -> Nagpur -> Jabalpur,pharmaceuticals,9794.4,1
1010,36.71,4,True,175.7,51792.0,0.321,Madurai -> Coimbatore -> Kochi -> Bangalore -> Hyderabad,fmcg,9794.5,1
1011,56.65,3,True,44.6,27880.0,0.11,Amritsar -> Ludhiana -> Delhi -> Agra,textiles,9794.6,1
1012,51.08,3,True,51.2,24420.0,0.14,Udaipur -> Ahmedabad -> Nashik -> Mumbai,textiles,9794.7,1
1013,48.92,3,True,108.4,42481.0,0.322,Nagpur -> Mumbai -> Surat -> Rajkot,perishables,9794.7,1
1014,54.22,2,True,29.7,24897.0,0.128,Nagpur -> Bhopal -> Gwalior,machinery,9794.8,1
1015,-29.61,5,False,123.7,66026.0,0.504,Ranchi -> Varanasi -> Kanpur -> Delhi -> Jaipur -> Ahmedabad,electronics,9794.9,1
1016,-20.27,5,False,180.3,70576.0,0.241,Hubli -> Bangalore -> Pune -> Mumbai -> Ahmedabad -> Jaipur,textiles,9795.0,1
1017,50.32,2,True,68.2,12811.0,0.946,Pune -> Mumbai -> Surat,perishables,9795.0,1
1018,50.41,3,True,94.1,52560.0,0.535,Pune -> Bangalore -> Chennai -> Visakhapatnam,perishables,9795.1,1
1019,-55.01,5,False,468.2,79435.0,1.6,Kochi -> Bangalore -> Hyderabad -> Nagpur -> Bhopal -> Indore,electronics,9795.2,1
